,pid,lab,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,lf,hf,lf/hf
S10_010,S10,Base,96.10561056105612,624.3131868131867,58.226566441231576,29.437372949443212,34.15050499333379,0.18181818181818185,0.07954545454545454,23.4375,24.147972064893928,77.72332963772678,5896.332078729964,0.31069142530883725,0.08807313593207801,141770.27627089914,18013.722157584067,7.870126730649702
S10_011,S10,Base,95.22823272925469,630.0652472527472,47.99379740975256,25.50446788164408,29.439173380656875,0.1348314606741573,0.02247191011235955,15.625,20.808285719949936,65.01654214296586,4250.20661988755,0.3200460226598068,0.06981777560566921,26146.193203298266,3235.1839861445887,8.081825737044722
S10_012,S10,Base,94.66070702966272,633.8427197802197,39.70469349668855,9.458570061735234,15.19668387362571,0.12359550561797752,0.011235955056179777,15.625,10.684147090441565,52.712539409928176,1769.3089313637838,0.20268701166821892,0.06939866060585033,13799.960931279928,1547.1045699720926,8.919863077858311
S10_013,S10,Base,95.83544737744259,626.0731456043956,25.441365021705757,8.502068343234036,13.19811430500074,0.07865168539325842,0.011235955056179777,15.625,9.331650423773787,34.894425493436344,1022.973506563208,0.2674252489277714,0.10538888498559684,31619.721564320436,1828.2294593632864,17.29526969515772
S10_014,S10,Base,96.68877758223907,620.5477150537635,26.422729035782343,8.475649361343391,12.753377225904078,0.07692307692307693,0.01098901098901099,15.625,9.017795189531752,36.58592446480144,1036.4879884778748,0.2464826383766136,0.08670770831526924,53374.318117764924,3965.4509552327477,13.459835645510378
S10_015,S10,Base,97.33315356613186,616.4394946808511,26.10633686760589,8.232713986492094,12.135917177275713,0.06521739130434782,0.010869565217391304,11.71875,8.581179248382634,36.299247592006715,978.5757957532561,0.23640102254549916,0.08635578583765112,37584.19729152844,4150.971898559392,9.054312630873783
S10_016,S10,Base,98.18900751285094,611.0663659793814,26.031707817401138,8.022350976878787,11.283417976847018,0.0625,0.010416666666666666,11.71875,7.97811444136522,36.056564115062415,903.7212080378017,0.22126663028417645,0.08442380751371886,12666.185147238333,2236.153772086297,5.664272871279768
S10_017,S10,Base,98.81123098572674,607.2184244791666,36.829354830814815,7.576800642558722,10.382483394714976,0.053763440860215055,0.010752688172043013,11.71875,7.340983701426164,36.02635965100122,830.8536130951775,0.2037670131687076,0.08584280465611371,4181.894554639516,1033.8000275240518,4.04516777258668
S10_018,S10,Base,100.74514842112379,595.5621778350517,33.82242923045173,4.4650790258342115,7.1051999226499225,0.0,0.0,11.71875,5.0095918866102975,28.22069135744953,444.13997992253286,0.1775148533094989,0.13859533626693465,5714.514173767369,7682.162991896814,0.7438678637507521
S10_019,S10,Base,101.34131410692423,592.0586340206186,35.38996989184868,4.717824625525168,7.330103464835008,0.0,0.0,15.625,5.164390904778479,32.185496247718355,522.1907685001173,0.16045708492515734,0.052280292072565036,16790.699825830852,50791.72293521299,0.3305794498691865
S10_020,S10,Base,102.063225719847,587.8708964646464,34.9313872604844,4.849468396952989,7.543379053552388,0.0,0.0,15.625,5.33366406925223,30.636108788388857,513.3447616891929,0.17409730805217988,0.051586278050038695,26836.670233950277,74981.7182777329,0.35790951248339004
S10_021,S10,Base,102.815415821501,583.5700757575758,34.35947453887639,4.850151180257598,7.606329066111928,0.0,0.0,11.71875,5.3781790191323475,28.498414767015657,481.5105751694999,0.1887185327008822,0.051966949020423016,26140.71976403937,29080.150442459893,0.8989196880450571
S10_022,S10,Base,103.62973957630551,578.984375,34.17725437768334,4.7283262792765655,7.420073200985937,0.0,0.0,11.71875,5.241836322033413,27.755105130090858,457.06314666193634,0.18886025822869054,0.051852876106194684,16506.824426230633,2980.377164331488,5.538501845934384
S10_023,S10,Base,104.56576338400528,573.8015776699028,19.12821897521749,4.710322261495651,7.194456618504223,0.0,0.0,7.8125,5.087249061896774,26.567607926595212,424.60521764433764,0.1914831427787008,0.06773117496655773,9632.563102955439,1471.666941760553,6.545341768316151
S10_024,S10,Base,104.64184139162641,573.3844053398059,18.60795906812369,4.687381103916327,6.7547591530933975,0.0,0.0,7.8125,4.7756450648986295,25.686079851591128,385.3716325009635,0.1859234687617309,0.10167423574866127,5807.043023198341,871.9048750249324,6.6601795557483126
S10_025,S10,Base,106.21707060063223,564.8809523809524,14.798600254073872,3.6330535725191546,5.389841080123827,0.0,0.0,7.8125,3.8019278522008912,20.408028609180867,243.75571022307903,0.1862956939648024,0.1012487343908201,2870.5565654325865,643.6007973723813,4.460150728762553
S10_026,S10,Base,107.04209488948332,560.5271464646464,15.559499481584783,3.759214249392707,5.538491241189889,0.0,0.0,7.8125,3.9112287593228983,21.186058200830807,260.32342609658434,0.18461333024986784,0.07214877076531809,1777.8442709239248,480.9810370480461,3.696287657898522
S10_027,S10,Base,106.71347082053532,562.2532894736842,27.062169331304634,6.311876871228223,7.92840316087583,0.021739130434782608,0.0,7.8125,5.538205161641655,33.8232947941315,588.484222272721,0.16373937534324892,0.0749583044431535,1351.5761582743835,441.81118523230026,3.0591714366935667
S10_028,S10,Base,104.91803278688525,571.875,44.599325545958784,7.787894602371456,9.716674190494336,0.0375,0.0,7.8125,6.7374850922315215,57.500284857666294,1217.0759654128535,0.117173073297101,0.041185313317271065,4709.412868396355,848.5408810815918,5.5500129379665335
S10_029,S10,Base,106.61249365159979,562.7858231707318,158.24138361329932,82.08851351457824,93.19679081693957,0.2222222222222222,0.14814814814814814,31.25,63.861107429709676,125.24899981551188,25128.153977799386,0.5098731927901637,0.04337642057777392,48771.71864012008,33403.883521801974,1.4600613311409691
S10_030,S10,Base,96.71239037553406,620.3962053571429,57.339187947162024,46.23740330765343,50.92778500058103,0.18604651162790695,0.04651162790697674,33.203125,36.00444929467483,73.13405024718583,8272.288477771732,0.4923076073728088,0.057615302624377036,4116.470227948584,11020.8766834575,0.37351567812454217
S10_031,S10,Base,97.76423128641865,613.7213908450705,52.45108562051556,40.07153390403493,43.74420644902446,0.13559322033898305,0.03389830508474576,42.96875,30.919032750435925,67.34829104077286,6541.87666409208,0.4590915711835575,0.0689116552579593,8567.501255398718,9844.70036108936,0.8702653144489089
S10_032,S10,Base,96.40712468193384,622.3606418918919,38.90968900639609,8.77187956567638,13.540453734240279,0.109375,0.0,29.296875,9.54639404259132,53.04272886879792,1590.7981902375006,0.17997554511579686,0.04346408779745735,14802.528594777683,4353.074586772892,3.400476674522453
S10_033,S10,Base,97.55271403167076,615.0520833333334,37.528707183264686,7.554925543181598,11.946897730566516,0.07692307692307693,0.0,19.53125,8.446022159019646,51.66794568239772,1370.9552643067634,0.1634673499685327,0.04339524388127061,13698.227403890589,1602.606002492255,8.54747042166828
S10_034,S10,Base,99.42969518190758,603.4414556962025,32.174929325696176,6.706651423023937,10.98919543436383,0.057142857142857134,0.0,15.625,7.7508730067052065,45.138432373847095,1099.1246965211474,0.1717133847828533,0.0419903422212891,9716.769554703698,1255.8857939948455,7.736985003863796
S10_035,S10,Base,101.50383997142349,591.1106418918919,26.949591150626897,16.70132556446365,19.70475815609988,0.061538461538461535,0.015384615384615384,13.671875,13.907423825201136,32.9831541558926,1441.082177614443,0.4216523307464367,0.0915268974669931,4941.9116322588225,1174.4806570881433,4.207742036817502
S10_036,S10,Base,101.7416715371128,589.7288602941177,28.088359732626838,17.574382982927265,21.12316356025071,0.08620689655172414,0.017241379310344827,15.625,14.8766913020191,33.54582068813095,1567.8143862677907,0.4434737620618926,0.12479720454261825,7362.097924031114,1456.5728068567194,5.0543974797377285
S10_037,S10,Base,104.07399440739944,576.5128968253969,34.17200644018559,5.8912023661242054,9.784754548205461,0.0392156862745098,0.0,23.4375,6.750632517319454,41.32354145042332,876.3788206218508,0.16336045460717166,0.05511463844797178,36852.12309801372,19959.271628460403,1.846366129186067
S10_038,S10,Base,104.09086570583185,576.4194542253521,31.989035718417764,6.713802470328461,10.6449645182728,0.06557377049180327,0.0,19.53125,7.5040738090626276,38.510507139078406,907.8753144010698,0.194857828850763,0.12228227640685756,25525.53645974562,11553.029501563597,2.209423637002829
S10_039,S10,Base,101.72185430463577,589.84375,54.00993952698275,15.492167612166392,19.855058330342573,0.16417910447761194,0.04477611940298507,23.4375,14.03958585839084,75.58259604836307,3333.6958501136937,0.1857515697053767,0.06787483879725786,10176.27682836057,5327.1971100777755,1.9102497275930528
S10_040,S10,Base,100.95045500505562,594.3509615384615,52.76525583785924,15.25684927801722,19.509230545423158,0.16901408450704225,0.04225352112676056,31.25,13.793737764856012,72.95724515842771,3161.551530261297,0.189066044570388,0.1295392719892914,26089.96469463915,12565.488464463911,2.0763191791885696
S10_041,S10,Base,99.2851711026616,604.3198529411766,51.10306515801718,16.035858027426574,21.457724948394173,0.2125,0.05,23.4375,15.170388460258893,71.97603505043904,3430.3188777300793,0.2107699937851239,0.058455602969544634,59347.09244553329,23961.973844677163,2.476719690549052
S10_042,S10,Base,98.40702364945028,609.7125771604939,51.96817974225393,20.1273510668522,25.807470286583797,0.2297297297297297,0.06756756756756757,23.4375,18.248026452757557,69.76506004519038,3999.482003043368,0.26156397544755755,0.1013273887931908,91731.43501024967,20520.68321816828,4.470194000608808
S10_043,S10,Base,97.38328530259363,616.1221590909091,46.359090910085726,16.593096017898038,22.488216160278892,0.22857142857142854,0.057142857142857134,19.53125,15.868439998760438,65.30357959234196,3255.525446881721,0.24299494909496974,0.04219231256065145,69267.62181755537,7172.531172097837,9.657346919176348
S10_044,S10,Base,98.7018057589068,607.8916139240506,51.03470932086192,16.764397992371144,21.68475497097923,0.19718309859154928,0.056338028169014086,27.34375,15.328501304081245,72.17504678554998,3475.654847036811,0.2123795132357314,0.10420791563327148,72909.2141227607,5803.689351275972,12.562563174876207
S10_045,S10,Base,100.9965935197655,594.0794427710844,37.1035774406602,10.277783832062054,14.323716449824266,0.0945945945945946,0.013513513513513514,23.4375,10.108500356571351,52.91366019238809,1680.3680191491587,0.19103763224501927,0.10149193139145438,39987.25028834408,3678.347387321433,10.87098255759436
S10_046,S10,Base,102.10475732820757,587.6317771084338,40.25017131227129,11.322703164835438,15.877139424115677,0.136986301369863,0.0136986301369863,27.34375,11.226577904578171,57.877663196941484,2041.3066732090986,0.19397082197975532,0.10261251462228332,14910.011289656104,2637.2140378722984,5.653697832461671
S10_047,S10,Base,105.30719873428848,569.7616185897435,34.49750283785241,11.035711802545375,15.265107508775175,0.14285714285714285,0.014285714285714284,19.53125,10.694867657729963,46.939876580715335,1577.1290484237954,0.2278418359140684,0.09009617766966237,25373.51199627963,5833.239725987589,4.349814715009643
S10_048,S10,Base,105.02165159917952,571.3107638888888,33.15361459350082,10.517797211219204,14.770387711350072,0.11904761904761905,0.011904761904761904,19.53125,10.435489593577255,46.31195654090526,1518.2938435715778,0.22533035468626897,0.07786797484864412,59895.489696905315,7833.855939094309,7.645722638069084
S10_049,S10,Base,104.19571335786968,575.8394281914892,35.259570280966756,10.424711158781331,15.078327395014671,0.13333333333333333,0.011111111111111113,21.484375,10.619454415271461,48.78735759550935,1627.6438229377316,0.2176681611518336,0.09245904064499426,86701.04161232189,8556.860623092605,10.132342389490336
S10_050,S10,Base,102.85994283380973,583.3174542682926,37.789148979820894,10.826069279367587,16.418646110570954,0.16,0.013333333333333334,33.203125,11.490839308807399,52.361885332656605,1890.2397832417544,0.21945045018539264,0.08369951872776732,75715.45062114045,6678.760731198099,11.336751482570016
S10_051,S10,Base,103.10433413441618,581.9347993827159,40.37613386038156,10.59694063193882,16.164985700436375,0.16666666666666666,0.013888888888888888,31.25,11.411750714780624,52.3055106147244,1875.2086380374021,0.21817492231054006,0.06370238246910434,46780.24500682623,4966.595833086458,9.418975608038346
S10_052,S10,Base,103.96818681783569,577.099609375,41.61918159578442,11.716623956803984,16.72990699156539,0.15714285714285714,0.028571428571428567,35.15625,11.77812340095884,53.55201005946872,1981.5350079501586,0.21993802637621648,0.08670958791268345,18984.877193054286,9356.513168846523,2.029054718403689
S10_053,S10,Base,101.17365269461078,593.0397727272727,44.0627197989946,10.106319347024463,14.908966612336387,0.1044776119402985,0.01492537313432836,31.25,10.50314468003901,57.46110831524339,1896.0213311185787,0.18278701869822295,0.043832734285964764,30501.873533296053,20564.833546993017,1.483205466438411
S10_054,S10,Base,100.01370801919123,599.9177631578948,44.791013439333156,10.728115587473674,16.418646110570954,0.16666666666666666,0.015151515151515154,21.484375,11.54164844673155,57.71892458421341,2092.839604390288,0.1999629849286604,0.043902010712090614,73374.17974413933,11893.5309500792,6.169251171255474
S10_055,S10,Base,100.03172747766553,599.8096955128206,42.633486983675816,10.530662911499627,15.75512497310427,0.1267605633802817,0.014084507042253518,27.34375,11.110559925857618,60.06955114805622,2096.7188790501164,0.18496159391091335,0.04278257893385814,57291.04610029923,5457.936306103793,10.496833031237234
S10_056,S10,Base,100.12607449856732,599.2445054945055,40.60311027799745,9.889092049018133,15.128841196122725,0.10344827586206896,0.011494252873563218,27.34375,10.689741319821499,56.28455921733635,1890.1938156771555,0.18992315953908945,0.09176332403464983,30750.765104174643,5880.676463341117,5.229120373458454
S10_057,S10,Base,98.7678904791537,607.484879032258,37.31214895237705,9.868382979946054,14.925760292611564,0.12222222222222222,0.011111111111111113,23.4375,10.532486899374424,50.707411595464094,1677.8465624597018,0.2077109946648624,0.053143434128713404,18816.778023588387,5152.738023760067,3.651801806500025
S10_058,S10,Base,96.47187329328236,621.9429347826087,31.37619986794697,9.847745000619293,15.307095843422493,0.12222222222222222,0.011111111111111113,17.578125,10.823055075666504,43.20218402939065,1468.94469017276,0.25052101690746764,0.08744927941793759,25641.803197170542,3525.924883960647,7.2723622995528165
S10_059,S10,Base,96.96171263894608,618.8009510869565,30.37886606690899,9.474645867680348,14.865909686395685,0.10112359550561796,0.011235955056179777,21.484375,10.50624052281059,41.805877725442656,1379.858514344431,0.25131012896821897,0.08789354334030622,32460.452633756737,2540.86644917908,12.775347812650395
S10_060,S10,Base,96.03572757722368,624.7674851190476,42.60512737353808,11.793308025398213,17.62887145793905,0.13924050632911392,0.02531645569620253,23.4375,12.447780730987045,56.05984882176935,2192.2684033217524,0.22204449338709747,0.09534342702414096,37590.0012299611,3004.8499688812353,12.509776401234634
S10_061,S10,Base,94.95954816058615,631.8479938271605,46.07049325744765,15.481303949322346,21.348441078262354,0.17105263157894735,0.03947368421052632,19.53125,15.095452451708805,59.32454513911803,2813.3931405753874,0.2544554267767156,0.11732040201791093,52760.554199795784,5562.2814778426555,9.485416085102383
S10_062,S10,Base,95.26319869757346,629.833984375,47.542624171670006,15.752258799071631,21.782237256601345,0.1891891891891892,0.040540540540540536,23.4375,15.39218796813527,62.070531583440335,3001.4816720544645,0.2479789938232416,0.11916583912611718,67807.08147689007,22782.28949877192,2.976306726351855
S10_063,S10,Base,95.39622641509436,628.9556962025316,49.38123698980682,15.712533651354795,22.46297312470073,0.2191780821917808,0.0410958904109589,31.25,15.882098114258785,65.05253932453967,3245.8018333036275,0.2441426311588671,0.12083862002295935,91383.68473154175,46303.7055795708,1.973571738756482
S10_064,S10,Base,97.50793521608203,615.3345352564102,49.464895827193146,14.373689306093988,20.40680731596026,0.20833333333333331,0.013888888888888888,27.34375,14.42117095796643,65.00588239188393,2945.120412331561,0.22184409206276584,0.04170054836221097,57975.83283610412,37427.738980797054,1.5490070844474366
S10_065,S10,Base,96.99060526721085,618.6166158536586,60.793049760793245,24.05307973758868,29.85577991614089,0.2638888888888889,0.05555555555555555,27.34375,21.11066672766484,79.34384364659934,5262.17221901857,0.266065591953077,0.1183688768766399,25146.72887597893,11599.768021109394,2.1678648081769065
S10_066,S10,Base,99.18503674014696,604.9299568965517,34.62680240259228,13.6750945250679,18.25659958913439,0.18072289156626506,0.012048192771084338,19.53125,12.878057504247108,44.46501175766367,1798.9481420366144,0.2896222669282785,0.05704181164793794,18016.3007140382,6006.804173350542,2.999315475268585
S10_067,S10,Base,99.9315162306533,600.4111842105264,25.959892963504164,10.384437328774576,15.16134142948876,0.15053763440860216,0.010752688172043013,15.625,10.705825246630793,34.88909243383695,1173.4367759930028,0.3068530735482193,0.05263250232460219,16498.659581898515,5310.600862894332,3.1067406509828674
S10_068,S10,Base,98.74435781698809,607.6296542553191,26.5767780608289,10.12588316721452,14.700710626286028,0.14130434782608695,0.010869565217391304,23.4375,10.372010860999726,36.16205064571202,1178.3271532973426,0.2868203178690478,0.12264349288667742,14170.756367114322,4554.613385086341,3.111297308683795
S10_069,S10,Base,98.41994085340092,609.6325549450551,26.549127750975927,10.227642630621213,14.388676948395364,0.125,0.011363636363636364,19.53125,10.167356748736083,35.341167075456895,1128.856718466428,0.2876915956688066,0.12627173677754527,14054.714108555263,5498.700379653216,2.556006535755572
S10_070,S10,Base,97.2082770390386,617.2313904494382,23.60147448664505,10.370040475641092,14.59155014917243,0.11627906976744184,0.011627906976744186,15.625,10.310583091667043,31.08398175246669,1006.861522653488,0.3317008475224973,0.12752081321844316,13609.594387327244,5463.307899215753,2.491090496525168
S10_071,S10,Base,96.82706450935068,619.6614583333334,22.96581200502929,9.76884138209488,14.664895778645326,0.1176470588235294,0.011764705882352941,15.625,10.335170406130016,31.07559056151235,1008.9901001029943,0.3325816249790053,0.10766580534022396,12958.724411790226,4446.594125676104,2.9143034074016936
S10_072,S10,Base,96.92985030818902,619.0043604651163,35.124428803776674,16.302864985730878,20.774475596830413,0.14814814814814814,0.02469135802469136,15.625,14.672307440714949,42.24903115128343,1947.4443020159654,0.34728151251982586,0.11280527928707065,7591.602393536797,4675.309389827684,1.6237647095728565
S10_073,S10,Base,95.02875027294563,631.3878676470587,34.90179081598292,10.150835556690527,15.885745057555651,0.16666666666666666,0.0,15.625,11.230908408071368,45.031142345284415,1588.8310641369806,0.2494031424287741,0.11188185276348177,13409.56933194125,4910.828582481679,2.730612381742868
S10_074,S10,Base,93.48041080258652,641.845703125,43.41737459353639,12.91870757355757,19.53125,0.20833333333333331,0.013888888888888888,21.484375,13.797032400392649,57.61948633008184,2497.496792578738,0.2394508052597742,0.11693399076221472,28521.54728736364,5932.657231053234,4.807550171291485
S10_075,S10,Base,92.88075465613156,645.9895833333334,56.55218790283204,18.72058924497876,26.036400355987052,0.3088235294117647,0.029411764705882356,35.15625,18.361652162554567,72.85360669637397,4202.548029482145,0.2520349093913624,0.10328017846814838,86951.31816972246,12317.23949979163,7.059318621773444
S10_076,S10,Base,92.29844767150726,650.0651041666666,57.005194949652,19.16688557859157,27.23454056129754,0.359375,0.03125,39.0625,19.236389299493545,73.7316687277855,4455.818511807194,0.2608972458023913,0.10691070817653096,69818.94150176503,7272.979937186538,9.599770947364062
S10_077,S10,Base,90.50168962828177,662.9710477941177,47.79394503601113,15.136184966831062,24.55040056636042,0.3620689655172414,0.03448275862068965,33.203125,17.34505100934036,62.570013323210105,3409.507903626812,0.27721028154082683,0.0887922040444849,19193.706705918634,11221.502363841675,1.7104400180643615
S10_078,S10,Base,90.70866141732284,661.4583333333334,43.547276071480894,15.407758984590759,23.54398623661329,0.3278688524590164,0.032786885245901634,35.15625,16.612604727296166,59.83745814051554,3122.9191524404982,0.277628850615362,0.0877039115944571,13212.695564199628,5488.213193360549,2.4074676217359583
S10_079,S10,Base,90.52779732582691,662.7798507462686,38.936293670684854,13.728467190977517,22.277759758252138,0.3389830508474576,0.01694915254237288,31.25,15.727621473646044,52.756636927674656,2606.693828359317,0.29811645301059314,0.15775714414495626,9488.912924621232,6427.998105872479,1.4761847729781328
S10_080,S10,Base,91.67734573861144,654.4692095588234,34.20796377335991,11.58084767165584,19.183881314896244,0.288135593220339,0.0,23.4375,13.564971781285367,45.21530155026566,1926.8779143652484,0.30000843334430155,0.06746424395070612,14329.862439343042,7041.320038055063,2.03511022960138
S10_081,S10,Base,92.43039338961736,649.1371268656718,28.902037538576643,12.116295225456984,18.880595393376908,0.25862068965517243,0.017241379310344827,19.53125,13.331472226894018,38.4026237293754,1608.3808072251452,0.3471500364360872,0.06903534609720176,20189.37602324104,4590.341148398851,4.398229972576932
S10_082,S10,Base,93.4992391012443,641.7164522058823,32.974896762934804,11.597112118304414,17.602017072818093,0.2542372881355932,0.01694915254237288,25.390625,12.42923667916896,45.8418378185544,1790.013684105002,0.2711330363404028,0.06880891763572558,18642.97153034451,3218.26722712025,5.792860012754907
S10_083,S10,Base,93.84390327854746,639.3595950704225,33.37678312993566,11.456816685684615,16.47754727233708,0.2222222222222222,0.015873015873015872,27.34375,11.63281035249596,45.92728143166375,1678.4378308368732,0.2532875883325401,0.06614485723734978,22855.013634965526,3108.426628124538,7.3525987160761925
S10_084,S10,Base,94.1769564847143,637.0985243055555,36.1440117440414,11.289854186918197,16.493501712943882,0.21875,0.015625,31.25,11.595314347051492,50.51733173610407,1840.2329518480285,0.22953140929184254,0.06545787785559992,24137.910228048368,2339.8615072461293,10.315956800561748
S10_085,S10,Base,96.48896434634972,621.8327702702702,33.619248035652106,9.521343537968848,13.428743182662668,0.13636363636363635,0.015151515151515154,23.4375,9.422973035871859,46.65748142491904,1381.2080883182214,0.2019606019890991,0.043503795706175366,13836.520084735568,2501.0778123818914,5.532222954534315
S10_086,S10,Base,98.06759172554695,611.8229166666666,28.971444873453514,6.9156384571868985,10.433657629063855,0.08955223880597014,0.0,11.71875,7.286846955216237,40.08468660705746,917.6308661201364,0.18178630225172535,0.043628113956633664,8086.350966675918,2568.241783423477,3.1485941155808077
S10_087,S10,Base,99.4924578527063,603.0607876712329,18.690488383529416,6.509908020494816,9.982933740361757,0.0625,0.0,7.8125,7.025143832977617,24.682212697986994,544.7398960753202,0.28462374580989513,0.13641944431813013,5275.989476436436,1904.5291126390875,2.7702330415551115
S10_088,S10,Base,100.5381818181818,596.7881944444445,20.87623981565319,5.577191526293026,9.093557738240278,0.016129032258064516,0.0,9.765625,6.4146645091786425,29.04902695147224,585.4036280362059,0.22082200962857174,0.046588553192480606,1701.611360307559,1089.7457023623283,1.5614756329103576
S10_089,S10,Base,101.9706498951782,588.4046052631579,18.923968762327267,5.850013057187934,9.436501473072843,0.02985074626865672,0.0,11.71875,6.666370888641972,26.420372120398692,553.3224295421925,0.2523193412364917,0.0447647611799991,2330.999581420428,1732.0476202018356,1.345805712402293
S10_090,S10,Base,102.63758700696056,584.5811631944445,14.704892977785473,5.378285823958692,8.734640537108554,0.015873015873015872,0.0,7.8125,6.157465459542265,19.274559595103366,372.85186576395307,0.3194607601362029,0.09512258923687902,4069.901510915279,2656.817058317616,1.5318711908197675
S10_091,S10,Base,103.91143911439113,577.4147727272727,28.06071912661706,5.647772423545996,9.16882166278537,0.018867924528301886,0.0,13.671875,6.4421501719965075,24.001335421046715,485.75370675595354,0.2684079889299577,0.05252652589557726,3224.211686489058,2588.579217971653,1.2455526429728008
S10_092,S10,Base,103.20110446387484,581.3891267123287,29.90338727741194,6.230713364453687,10.191084801207538,0.016129032258064516,0.0,15.625,7.126421709766995,29.205885955219802,653.8705480359539,0.2440063527158069,0.04715757704369149,13182.249199619522,13476.196894652718,0.9781876372591564
S10_093,S10,Base,102.16455904089342,587.2878086419753,31.753280562589595,6.594150764244094,10.722102370245013,0.0547945205479452,0.0,19.53125,7.572223725430707,34.1386741281825,812.1195395072052,0.2218077860024332,0.04207426107078994,19490.034240456742,14935.083064167473,1.3049833172483378
S10_094,S10,Base,101.14884163757536,593.1852409638553,34.66456991452664,6.480840707694672,11.003019803604817,0.03947368421052632,0.0,23.4375,7.650108895809572,38.366259783851156,922.076498440616,0.19939678610604625,0.08129750823137273,29157.580751595295,12014.924669193357,2.426780155048017
S10_095,S10,Base,99.30763564939848,604.1831487341773,40.526947375327076,9.76909057913442,14.966880120537304,0.09722222222222222,0.013888888888888888,19.53125,10.56752635936379,43.40913514096072,1441.1339381850696,0.24344014975300216,0.04192960020126208,22217.501083814008,2473.425450920884,8.982482603444621
S10_096,S10,Base,99.14301267594679,605.1863704819277,40.72056688154228,10.131635381880047,15.491260022150025,0.12987012987012986,0.012987012987012988,19.53125,10.936987035594148,44.06695412662067,1514.1210716361195,0.2481902199132741,0.09960556197458066,16200.907546318853,4565.273956511156,3.5487262540318185
S10_097,S10,Base,97.3467207861568,616.3535814606741,32.857153803717466,12.76169376389924,18.412020376710693,0.1566265060240964,0.024096385542168683,19.53125,13.00224046921874,43.40023049108817,1772.801467243224,0.2995892031469425,0.1276929531731699,41996.15380140701,6243.3182498721935,6.726575856078893
S10_098,S10,Base,96.84329838481155,619.5575842696628,32.321315564893496,12.767767001650293,18.75823426119558,0.1566265060240964,0.024096385542168683,19.53125,13.258061695228767,42.36380361694192,1764.512967949951,0.31295730230244645,0.1270394366708408,65842.07073920332,9152.646194535047,7.193774274648239
S10_099,S10,Base,96.7576569401202,620.1059626436781,30.96934401010118,13.284014803414664,18.77782511171634,0.1927710843373494,0.024096385542168683,15.625,13.276426057753232,39.88646094175978,1663.6292882621194,0.33285545381273124,0.09274545083563653,45345.67982014166,9736.019691049762,4.657517266715017
